,Title,Tags
12,Serenity,"the quiet life of baker dill, a fish boat captain who live on the isol plymouth island, where he spend hi day obsess with captur an elus tuna while fight hi person demons, is interrupt when someon from hi past come to him search for help. thriller mysteri drama matthew mcconaughey ann hathaway jason clark steven knight"
13,I Am Mother,"a teenag girl is rais underground by a robot ""mother"", design to repopul the earth follow an extinct event. but their uniqu bond is threaten when an inexplic stranger arriv with alarm news. scienc fiction thriller grant sputor (director) michael lloyd green (screenplay/story) clara rugaard grant sputor"
14,The Vast of Night,"at the dawn of the space-race, two radio-obsess teen discov a strang frequenc over the airwav in what becom the most import night of their live and in the histori of their small town. mysteri scienc fiction thriller sierra mccormick jake horowitz andrew patterson"
15,Miss Bala,"gloria find a power she never knew she had when she is drawn into a danger world of cross-bord crime. surviv will requir all of her cunning, inventiveness, and strength. action gina rodriguez ismael cruz córdova anthoni macki catherin hardwick"
16,Velvet Buzzsaw,"big money artist and mega-collector pay a high price when art collid with commerce. after a seri of paint by an unknown artist are discovered, a supernatur forc enact reveng on those who have allow their greed to get in the way of art. thriller mysteri horror jake gyllenha rene russo toni collett dan gilroy"
17,Piercing,"in thi twist love story, a man seek out an unsuspect stranger to help him purg the dark torment of hi past. hi plan goe awri when he encount a woman with plan of her own. thriller horror mysteri christoph abbott mia wasikowska laia costa nicola pesc"
18,The Lego Movie 2: The Second Part,"it' been five year sinc everyth wa awesom and the citizen are face a huge new threat: lego duplo® invad from outer space, wreck everyth faster than they can rebuild. action adventur anim comedi famili chri pratt elizabeth bank tiffani haddish mike mitchel"
19,What Men Want,"magic abl to hear what men are thinking, a sport agent use her newfound abil to turn the tabl on her overbear male colleagues. comedi romanc taraji p. henson traci morgan max greenfield adam shankman"
20,Cold Pursuit,"the quiet famili life of nel coxman, a snowplow driver, is upend after hi son' murder. nel begin a veng hunt for viking, the drug lord he hold respons for the killing, elimin viking' associ one by one. as nel draw closer to viking, hi action bring even more unexpect and violent consequences, as he prove that reveng is all in the execution. action crime thriller liam neeson tom bateman tom jackson han petter moland"
21,High Flying Bird,"dure an nba lockout, a sport agent, ray burke, present hi rooki client, erick scott, with an intrigu and controversi busi opportunity. drama andré holland zazi beetz melvin gregg steven soderbergh"
22,The Prodigy,a mother concern about her young son' disturb behavior think someth supernatur may be affect him. horror thriller taylor schill peter mooney colm feor nichola mccarthi
23,Isn't It Romantic,"for a long time, natalie, an australian architect live in new york city, had alway believ that what she had seen in rom-com is all fantasy. but after thwart a mugger at a subway station onli to be knock out while fleeing, natali wake up and discov that her life ha suddenli becom her worst nightmare—a romant comedy—and she is the lead lady. comedi fantasi romanc rebel wilson liam hemsworth adam devin todd strauss-schulson"
24,Happy Death Day 2U,"collegian tree gelbman wake up in horror to learn that she' stuck in a parallel universe. her boyfriend carter is now with someon else, and her friend and fellow student seem to be complet differ version of themselves. when tree discov that carter' roommat ha been alter time, she find herself onc again the target of a mask killer. when the psychopath start to go after her inner circle, tree soon realiz that she must die over and over again to save everyone. comedi horror scienc fiction jessica roth israel broussard phi vu christoph landon"
25,Alita: Battle Angel,"when alita awaken with no memori of who she is in a futur world she doe not recognize, she is taken in by ido, a compassion doctor who realiz that somewher in thi abandon cyborg shell is the heart and soul of a young woman with an extraordinari past. action scienc fiction adventur rosa salazar christoph waltz jennif connelli robert rodriguez"
26,How to Train Your Dragon: The Hidden World,"as hiccup fulfil hi dream of creat a peac dragon utopia, toothless’ discoveri of an untamed, elus mate draw the night furi away. when danger mount at home and hiccup’ reign as villag chief is tested, both dragon and rider must make imposs decis to save their kind. anim famili adventur jay baruchel america ferrera cate blanchett dean debloi"
27,Fighting with My Family,"born into a tight-knit wrestl family, paig and her brother zak are ecstat when they get the once-in-a-lifetim opportun to tri out for the wwe. but when onli paig earn a spot in the competit train program, she must leav her love one behind and face thi new cutthroat world alone. paige' journey push her to dig deep and ultim prove to the world that what make her differ is the veri thing that can make her a star. comedi florenc pugh lena headey nick frost stephen merchant"
28,Tyler Perry's A Madea Family Funeral,"a joyou famili reunion becom a hilari nightmar as madea and the crew travel to backwood georgia, where they find themselv unexpectedli plan a funer that might unveil unpleas famili secrets. comedi tyler perri courtney burrel patric love tyler perri"
29,Greta,"a young woman return an elderli widow’ lost purse, lead to an unlik relationship between the two — until the young woman discov her elder might not be all that she seems. drama mysteri thriller horror isabel huppert chloë grace moretz maika monro neil jordan"
30,Triple Frontier,"struggl to make end meet, former special op soldier reunit for a high-stak heist: steal $75 million from a south american drug lord. action thriller crime adventur ben affleck oscar isaac charli hunnam j. c. chandor"
31,Captain Marvel,"the stori follow carol danver as she becom one of the universe’ most power hero when earth is caught in the middl of a galact war between two alien races. set in the 1990s, captain marvel is an all-new adventur from a previous unseen period in the histori of the marvel cinemat universe. action adventur scienc fiction brie larson samuel l. jackson ben mendelsohn anna boden ryan fleck"
32,The Kid,"power businessman russ duritz is self-absorb and immers in hi work. but by the magic of the moon, he meet rusty, a chubby, charm 8-year-old version of himself who can't believ he could turn out so badli -- with no life and no dog. with rusty' help, russ is abl to reconcil the person he use to dream of be with the man he' actual become. fantasi comedi famili ethan hawk dane dehaan jake schur vincent d'onofrio"
